user_id,movie_id,rating
72,864959,6.6
73,782054,5.4
73,1005776,2.6
73,718930,4.1
73,913290,7.9
73,810693,5.3
74,864959,6.6
74,610253,5.4
74,667276,2.6
74,838197,4.1
74,1022206,7.9
75,663712,5.3
75,436270,5.3
75,732459,6.6
75,420634,5.4
75,675054,2.6
75,985939,4.1
76,717728,7.9
76,642885,5.3
76,86328,5.3
76,760161,1.5
76,575322,6.3
77,354912,8.6
77,928123,6.6
77,718930,5.4
77,532639,2.6
77,960704,4.1
77,779782,7.9
78,848058,2.6
78,916719,4.1
78,616037,7.9
78,616820,5.3
78,879538,6.6
78,791155,5.4
79,848791,2.6
79,900667,4.1
79,49046,7.9
79,539681,5.3
79,766507,5.3
80,507086,6.6
80,1034541,5.4
80,76600,2.6
80,610150,4.1
80,438148,7.9
80,884363,5.3
81,361743,5.3
81,852046,1.5
81,19995,6.3
81,916605,8.6
82,882598,6.6
82,759507,5.4
82,848526,2.6
82,634649,4.1
83,675353,7.9
83,760741,5.3
83,619730,6.6
83,453395,5.4
83,913290,2.6
84,820067,2.6
84,1024530,4.1
84,756999,7.9
84,1032950,5.3
84,969160,5.3
84,585511,1.5
85,629176,6.3
85,810693,8.6
85,1033107,6.6
85,366672,5.4
86,851644,2.6
86,429473,4.1
86,1005776,7.9
86,505642,5.3
87,883083,6.6
87,993145,5.4
87,1034470,2.6
87,335795,4.1
87,886396,7.9
88,568124,5.3
88,718789,6.6
88,744276,5.4
88,508947,2.6
88,635302,4.1
89,941959,7.9
89,579974,5.3
89,414906,5.3
89,1015724,6.6
90,800939,5.4
90,585083,2.6
91,924482,4.1
91,1015602,7.9
91,1029446,5.3
91,962232,5.3
91,961427,1.5
92,801071,6.3
92,864959,8.6
92,511817,6.6
92,752623,5.4
92,960700,2.6
93,338953,4.1
93,541134,7.9
93,921360,5.3
93,768744,6.6
94,773867,5.4
94,629542,2.6
94,580489,2.6
94,1007401,4.1
95,931925,7.9
95,834734,5.3
95,961484,5.3
95,299536,1.5
95,975120,6.3
96,701952,8.6
96,830788,6.6
96,43641,5.4
96,639933,2.6
97,438695,4.1
97,782054,1.5
97,459151,6.3
98,919355,8.6
99,955644,6.6
99,848123,5.4
100,904039,2.6
100,526896,4.1
100,960875,7.9
100,818397,5.3
100,831410,6.6
100,836225,5.4
101,724495,2.6
101,1025169,2.6
101,897338,4.1
101,597922,7.9
102,626735,5.3
102,474350,5.3
102,999205,1.5
102,968857,6.3
102,3933,8.6
103,335787,6.6
103,1006851,5.4
103,829560,2.6
103,843241,4.1
104,1008779,7.9
104,932339,5.3
104,1012801,7.9
104,843633,5.3
104,877957,5.3
104,337404,6.6
105,1010818,5.4
105,9479,2.6
105,951368,4.1
105,755566,7.9
106,774825,5.3
106,671,5.3
106,672,1.5
106,508943,6.3
106,798544,8.6
106,576925,6.6
107,484907,5.4
107,762504,2.6
107,791373,4.1
107,111332,7.9
107,1014226,5.3
108,674,6.6
108,838197,5.4
108,524434,2.6
108,820232,2.6
109,566525,4.1
109,324786,7.9
109,927341,5.3
109,894205,5.3
109,829280,1.5
110,303857,6.3
110,808,8.6
110,667276,6.6
110,803114,5.4
110,767,2.6
111,1010821,4.1
111,14836,7.9
111,802699,5.3
111,406759,6.6
111,759175,5.4
112,997120,2.6
112,347201,4.1
112,560057,7.9
112,673,5.3
112,610253,5.3
113,460465,6.6
113,760104,5.4
113,781099,2.6
113,423108,4.1
113,602223,7.9
114,675,5.3
114,436969,5.3
114,20982,1.5
114,635891,6.3
114,1022206,8.6
114,726684,6.6
115,830784,5.4
115,725201,2.6
115,860623,4.1
115,299534,7.9
115,287003,2.6
116,873125,4.1
116,585245,7.9
116,826769,5.3
116,804413,6.6
116,829557,5.4
116,460458,2.6
117,11932,4.1
117,772450,7.9
117,714888,5.3
117,10439,5.3
117,928123,6.6
117,484907,5.4
117,773867,2.6
117,484907,4.1
118,597922,7.9
118,768744,5.3
118,975120,5.3
118,725201,1.5
118,157336,6.3
118,945675,8.6
118,675,6.6
118,761898,5.4
119,759507,2.6
119,820067,4.1
119,1024530,7.9
119,361743,5.3
119,760741,6.6
119,851644,5.4
119,810693,2.6
119,744276,2.6
119,484907,4.1
120,773867,7.9
120,76600,5.3
120,597922,5.3
120,768744,1.5
120,975120,6.3
120,725201,8.6
120,157336,6.6
120,945675,5.4
120,675,2.6
120,610253,4.1
120,759507,7.9
120,810693,5.3
120,11932,6.6
121,1024530,5.4
121,610253,2.6
121,759507,4.1
121,810693,7.9
121,11932,5.3
121,820067,6.6
122,962232,5.4
122,759507,2.6
122,732459,4.1
122,886396,7.9
122,629176,5.3
123,886396,5.3
123,629176,6.6
123,886396,5.4
123,759507,2.6
123,820067,4.1
124,810693,7.9
124,11932,5.3
124,820067,5.3
124,962232,1.5
124,759507,6.3
125,886396,8.6
125,629176,6.6
125,886396,5.4
125,629176,2.6
125,886396,4.1
126,11932,7.9
126,619730,5.3
126,673,6.6
126,883083,5.4
126,848123,2.6
127,759507,2.6
127,820067,4.1
127,810693,7.9
127,11932,5.3
127,820067,5.3
128,886396,1.5
128,629176,6.3
128,886396,8.6
128,759507,6.6
128,820067,5.4
129,1024530,2.6
129,460465,4.1
129,883083,1.5
129,962232,6.3
129,759507,8.6
130,663712,6.6
130,629176,5.4
130,886396,2.6
130,759507,4.1
130,820067,7.9
131,629176,5.3
131,886396,6.6
131,11932,5.4
131,619730,2.6
131,673,2.6
132,886396,4.1
132,759507,7.9
132,820067,5.3
132,810693,5.3
132,11932,1.5
133,962232,6.3
133,759507,8.6
133,886396,6.6
133,629176,5.4
133,886396,2.6
134,629176,4.1
134,886396,7.9
134,11932,5.3
134,619730,6.6
134,673,5.4
135,962232,2.6
135,759507,2.6
135,886396,4.1
135,629176,7.9
135,886396,5.3
136,820067,5.3
136,810693,1.5
136,11932,6.3
136,820067,8.6
136,886396,6.6
137,962232,5.4
137,759507,2.6
137,732459,4.1
137,886396,7.9
137,629176,5.3
138,886396,6.6
138,820067,5.4
138,810693,2.6
138,11932,4.1
138,820067,7.9
139,883083,5.3
139,962232,5.3
139,759507,6.6
139,663712,5.4
139,629176,2.6
140,886396,4.1
140,11932,7.9
140,619730,5.3
140,673,5.3
140,886396,1.5
141,820067,6.3
141,886396,8.6
141,962232,6.6
141,759507,5.4
141,732459,2.6
142,820067,4.1
142,810693,7.9
142,11932,2.6
142,962232,4.1
142,759507,7.9
143,886396,5.3
143,11932,6.6
143,619730,5.4
143,673,2.6
143,886396,4.1
144,820067,7.9
144,886396,5.3
144,962232,5.3
144,759507,6.6
144,732459,5.4
144,820067,2.6
145,810693,4.1
145,11932,7.9
145,962232,5.3
145,759507,5.3
145,886396,1.5
145,11932,6.3
146,619730,8.6
146,820067,6.6
146,886396,5.4
146,962232,2.6
146,759507,4.1
146,732459,7.9
147,886396,5.3
147,629176,6.6
147,886396,5.4
147,820067,2.6
147,810693,2.6
147,11932,4.1
148,820067,7.9
148,883083,5.3
148,962232,5.3
148,759507,1.5
148,663712,6.3
148,886396,8.6
149,759507,6.6
149,820067,5.4
149,810693,2.6
149,11932,4.1
149,962232,7.9
149,759507,5.3
150,886396,6.6
150,629176,5.4
150,886396,2.6
150,629176,4.1
150,886396,7.9
150,11932,5.3
151,619730,6.6
151,673,5.4
151,962232,2.6
151,759507,4.1
151,886396,7.9
151,629176,5.3
152,886396,5.3
152,759507,6.6
152,886396,5.4
152,11932,2.6
152,619730,4.1
153,673,7.9
153,886396,5.3
153,820067,5.3
153,886396,1.5
153,962232,6.3
154,759507,8.6
154,732459,6.6
154,820067,5.4
154,810693,2.6
154,11932,4.1
155,962232,7.9
155,759507,5.3
155,886396,6.6
155,11932,5.4
155,619730,2.6
156,820067,2.6
156,886396,4.1
156,962232,7.9
156,759507,5.3
156,732459,5.3
157,886396,1.5
157,883083,6.3
157,962232,8.6
157,759507,6.6
157,663712,5.4
158,886396,2.6
158,759507,4.1
158,820067,1.5
158,810693,6.3
158,11932,8.6
159,962232,6.6
159,759507,5.4
159,886396,2.6
159,629176,4.1
159,886396,7.9
160,629176,5.3
160,886396,6.6
160,11932,5.4
160,619730,2.6
160,673,2.6
161,962232,4.1
161,759507,7.9
161,886396,5.3
161,629176,5.3
161,886396,1.5
162,759507,6.3
162,886396,8.6
162,11932,6.6
162,619730,5.4
162,673,2.6
163,886396,4.1
163,820067,7.9
163,886396,5.3
163,962232,6.6
163,759507,5.4
164,732459,2.6
164,820067,2.6
164,810693,4.1
164,11932,7.9
164,962232,5.3
165,759507,5.3
165,886396,1.5
165,11932,6.3
165,619730,8.6
165,820067,6.6
166,886396,5.4
166,962232,2.6
166,759507,4.1
166,732459,7.9
166,886396,5.3
167,759507,6.6
167,820067,5.4
167,810693,2.6
167,11932,4.1
167,962232,7.9
168,759507,5.3
168,886396,5.3
168,629176,6.6
168,886396,5.4
168,629176,2.6
169,886396,4.1
169,11932,7.9
169,619730,5.3
169,673,5.3
169,962232,1.5
170,759507,6.3
170,886396,8.6
170,629176,6.6
170,886396,5.4
170,759507,2.6
171,886396,4.1
171,11932,7.9
171,619730,2.6
171,673,4.1
171,886396,7.9
172,820067,5.3
172,886396,6.6
172,962232,5.4
172,759507,2.6
172,732459,4.1
173,820067,7.9
173,810693,5.3
173,11932,5.3
173,962232,6.6
173,759507,5.4
174,886396,2.6
174,11932,4.1
174,619730,7.9
174,820067,5.3
174,886396,5.3
175,962232,1.5
175,759507,6.3
175,732459,8.6
175,886396,6.6
175,883083,5.4
175,962232,2.6
176,759507,4.1
176,663712,7.9
176,886396,5.3
176,759507,6.6
176,820067,5.4
177,810693,2.6
177,11932,2.6
177,962232,4.1
177,759507,7.9
177,886396,5.3
178,629176,5.3
178,886396,1.5
178,629176,6.3
178,886396,8.6
178,11932,6.6
179,619730,5.4
179,673,2.6
179,962232,4.1
179,759507,7.9
179,886396,5.3
180,629176,6.6
180,886396,5.4
180,759507,2.6
180,886396,4.1
180,11932,7.9
181,619730,5.3
181,673,6.6
181,886396,5.4
181,820067,2.6
181,886396,4.1
182,962232,7.9
182,759507,5.3
182,732459,5.3
182,820067,6.6
182,810693,5.4
183,11932,2.6
183,962232,4.1
183,759507,7.9
183,886396,5.3
183,11932,5.3
184,619730,1.5
184,820067,6.3
184,886396,8.6
184,962232,6.6
184,759507,5.4
185,732459,2.6
185,886396,4.1
185,759507,7.9
185,820067,5.3
185,810693,6.6
186,11932,5.4
186,962232,2.6
186,759507,2.6
186,886396,4.1
186,629176,7.9
187,886396,5.3
187,629176,5.3
187,886396,1.5
187,11932,6.3
187,619730,8.6
188,673,6.6
188,962232,5.4
188,759507,2.6
188,886396,4.1
188,629176,1.5
189,886396,6.3
189,759507,8.6
189,886396,6.6
189,11932,5.4
189,619730,2.6
190,673,4.1
190,886396,7.9
190,820067,5.3
190,886396,6.6
190,962232,5.4
191,759507,2.6
191,732459,2.6
191,820067,4.1
191,810693,7.9
191,11932,5.3
192,962232,5.3
192,759507,1.5
192,886396,6.3
192,11932,8.6
192,619730,6.6
193,820067,5.4
193,886396,2.6
193,962232,4.1
193,759507,7.9
193,732459,2.6
194,886396,4.1
194,883083,7.9
194,962232,5.3
194,759507,6.6
194,663712,5.4
195,886396,2.6
195,759507,4.1
195,820067,7.9
195,810693,5.3
195,11932,5.3
196,962232,6.6
196,759507,5.4
196,886396,2.6
196,629176,4.1
196,886396,7.9
197,629176,5.3
197,886396,5.3
197,11932,1.5
197,619730,6.3
197,673,8.6
198,962232,6.6
198,759507,5.4
198,886396,2.6
198,629176,4.1
198,886396,7.9
199,759507,5.3
199,886396,6.6
199,11932,5.4
199,619730,2.6
199,673,2.6
200,886396,4.1
200,820067,7.9
200,886396,5.3
200,962232,5.3
200,759507,1.5
200,732459,6.3
201,663712,10
201,436270,9.1
201,354912,2.5
201,420634,8.1
202,732459,7.3
202,717728,6.5
202,642885,4.8
202,985939,3.7
203,575322,1.5
203,760161,6.8
203,616820,4.7
204,86328,9.5
204,960704,6.7
204,928123,5.7
204,663712,10
204,436270,9.1
204,732459,2.5
205,420634,8.1
205,675054,7.3
205,985939,6.5
205,717728,4.8
205,642885,3.7
206,86328,1.5
206,760161,6.8
206,575322,4.7
206,354912,9.5
207,928123,6.7
207,718930,5.7
207,532639,10
207,960704,9.1
207,779782,2.5
208,848058,8.1
208,916719,7.3
208,616037,6.5
208,616820,4.8
208,879538,3.7
208,791155,1.5
209,848791,6.8
209,900667,4.7
209,49046,9.5
209,539681,6.7
209,766507,5.7
209,507086,10
210,1034541,9.1
210,76600,2.5
210,610150,8.1
210,438148,7.3
210,884363,6.5
210,361743,4.8
210,852046,3.7
211,19995,1.5
211,916605,6.8
211,882598,4.7
212,759507,9.5
212,848526,6.7
212,634649,5.7
212,675353,10
213,760741,9.1
213,619730,2.5
213,453395,8.1
213,913290,7.3
214,820067,6.5
214,1024530,4.8
214,756999,3.7
214,1032950,1.5
215,969160,6.8
215,585511,4.7
215,629176,9.5
215,810693,6.7
215,1033107,5.7
215,366672,3.7
216,851644,1.5
216,429473,6.8
216,1005776,4.7
216,505642,9.5
216,883083,6.7
217,993145,5.7
217,1034470,10
217,335795,9.1
217,886396,2.5
217,568124,8.1
218,718789,7.3
218,744276,6.5
218,508947,4.8
218,635302,3.7
218,941959,1.5
219,579974,6.8
220,414906,4.7
221,1015724,9.5
222,800939,6.7
223,585083,5.7
224,924482,10
225,1015602,9.1
226,1029446,2.5
227,962232,8.1
228,961427,7.3
229,801071,6.5
230,864959,4.8
231,511817,3.7
232,752623,1.5
233,960700,6.8
234,338953,4.7
235,541134,9.5
236,921360,6.7
237,768744,5.7
238,773867,10
239,629542,9.1
240,580489,2.5
241,1007401,8.1
242,931925,7.3
243,834734,6.5
244,961484,4.8
245,299536,5.7
246,975120,10
247,701952,9.1
248,830788,2.5
249,43641,8.1
250,639933,7.3
251,438695,6.5
252,782054,4.8
253,459151,3.7
254,919355,1.5
255,955644,6.8
256,848123,5.7
257,904039,10
258,526896,9.1
259,960875,2.5
260,818397,8.1
261,831410,7.3
262,836225,6.5
263,724495,4.8
264,1025169,3.7
265,897338,1.5
266,597922,6.8
267,626735,4.8
268,474350,3.7
269,999205,1.5
270,968857,6.8
271,3933,5.7
272,335787,10
273,1006851,9.1
274,829560,2.5
275,843241,8.1
276,1008779,7.3
277,932339,4.8
278,1012801,3.7
279,843633,1.5
280,877957,6.8
281,337404,5.7
282,1010818,10
283,9479,9.1
284,951368,2.5
285,755566,8.1
286,774825,7.3
287,671,4.8
288,672,3.7
289,508943,1.5
290,798544,6.8
291,576925,5.7
292,484907,10
293,762504,9.1
294,791373,2.5
295,111332,8.1
296,1014226,7.3
297,674,4.8
298,838197,3.7
299,524434,1.5
300,820232,6.8
301,566525,5.7
302,324786,10
303,927341,9.1
304,894205,2.5
305,829280,8.1
306,303857,7.3
307,808,6.8
308,667276,5.7
309,803114,10
310,767,9.1
311,1010821,2.5
312,14836,8.1
313,802699,7.3
314,406759,4.8
315,759175,3.7
316,997120,1.5
317,347201,6.8
318,560057,6.8
319,673,5.7
320,610253,10
321,460465,9.1
322,760104,2.5
323,781099,8.1
324,423108,7.3
325,602223,4.8
326,675,3.7
327,436969,1.5
328,20982,6.8
329,635891,6.8
330,1022206,5.7
331,726684,10
332,830784,9.1
333,725201,2.5
334,860623,8.1
335,299534,7.3
336,287003,4.8
337,873125,3.7
338,585245,1.5
339,826769,6.8
340,804413,6.8
341,829557,5.7
342,460458,10
343,11932,9.1
344,772450,2.5
345,714888,8.1
346,10439,7.3
347,718930,4.8
348,532639,3.7
349,779782,1.5
350,848058,6.8
351,916719,6.8
352,879538,5.7
353,791155,10
354,616037,9.1
355,848791,2.5
356,852046,8.1
357,884363,7.3
358,916605,4.8
359,766507,3.7
360,507086,1.5
361,759507,6.8
362,610150,6.8
363,882598,5.7
364,361743,10
365,429473,9.1
366,619730,2.5
367,438148,8.1
368,539681,7.3
369,634649,4.8
370,883083,3.7
371,1024530,1.5
372,76600,6.8
373,760741,6.8
374,1005776,5.7
375,913290,10
376,993145,9.1
377,675353,2.5
378,629176,8.1
379,820067,7.3
380,756999,4.8
381,675054,3.7
382,453395,1.5
383,941959,6.8
384,851644,6.8
385,810693,5.7
386,744276,10
387,900667,9.1
388,969160,2.5
389,585511,8.1
390,886396,7.3
391,335795,4.8
392,924482,3.7
393,19995,1.5
394,49046,6.8
395,848526,6.8
396,414906,5.7
397,1034541,10
398,1015724,9.1
399,579974,2.5
400,961427,8.1
401,864959,7.3
402,635302,4.8
403,9479,3.7
404,366672,1.5
405,1034470,6.8
406,505642,6.8
407,541134,5.7
408,718789,10
409,3933,9.1
410,508947,2.5
411,568124,8.1
412,931925,7.3
413,921360,4.8
414,960700,3.7
415,43641,1.5
416,1015602,6.8
417,1029446,6.8
418,585083,5.7
419,801071,10
420,474350,9.1
421,752623,2.5
422,999205,8.1
423,724495,7.3
424,773867,4.8
425,484907,3.7
426,597922,1.5
427,768744,6.8
428,975120,6.8
429,1032950,5.7
430,1007401,10
431,836225,9.1
432,610253,2.5
433,299536,8.1
434,639933,7.3
435,338953,4.8
436,580489,3.7
437,860623,1.5
438,919355,6.8
439,843633,6.8
440,228326,5.7
441,831410,10
442,791373,9.1
443,14836,2.5
444,818397,8.1
445,629542,7.3
446,1014226,4.8
447,602223,3.7
448,626735,1.5
449,968857,6.8
450,829560,6.8
451,1006851,5.7
452,526896,10
453,932339,9.1
454,335787,2.5
455,782054,8.1
456,459151,7.3
457,10439,4.8
458,1025169,3.7
459,1008779,1.5
460,2082,6.8
461,438695,6.8
462,961484,5.7
463,755566,10
464,667276,9.1
465,838197,2.5
466,1022206,8.1
467,424139,7.3
468,337404,4.8
469,877957,3.7
470,646385,1.5
471,762504,6.8
472,1010818,7.3
473,643274,4.8
474,951368,3.7
475,671,1.5
476,442249,6.8
477,843241,6.8
478,894205,5.7
479,714888,10
480,423108,9.1
481,1012801,2.5
482,566525,8.1
483,672,7.3
484,674,4.8
485,324786,3.7
486,927341,1.5
487,798544,6.8
488,760104,6.8
489,848123,5.7
490,781099,10
491,772450,9.1
492,820232,2.5
493,997120,8.1
494,316727,7.3
495,635891,4.8
496,406759,3.7
497,803114,1.5
498,347201,6.8
499,436969,6.8
500,138843,5.7
501,767,10
502,508943,9.1
503,524434,2.5
504,1026822,8.1
505,1010821,7.3
506,4247,4.8
507,802699,3.7
508,773975,1.5
509,759175,6.8
510,673,6.8
511,460465,5.7
512,808,10
513,774825,9.1
514,576925,2.5
515,723419,8.1
516,725201,7.3
517,157336,4.8
518,945675,3.7
519,675,1.5
520,761898,6.8
521,962232,6.8
522,1023086,5.7
523,830784,10
524,1033107,9.1
525,303857,2.5
526,12445,8.1
527,628900,7.3
528,588228,4.8
529,632727,3.7
530,20982,1.5
531,829557,6.8
532,11932,6.8
533,157336,10
534,945675,9.1
535,675,2.5
536,761898,8.1
537,962232,7.3
538,1023086,6.5
539,830784,4.8
540,1033107,3.7
541,303857,1.5
542,12445,6.8
543,628900,4.7
544,588228,9.5
545,632727,6.7
546,20982,5.7
547,829557,10
548,11932,10
549,157336,9.1
550,945675,2.5
551,675,8.1
552,761898,7.3
553,962232,6.5
554,1023086,4.8
555,830784,3.7
556,1033107,1.5
557,303857,6.8
558,12445,4.7
559,628900,9.5
560,588228,6.7
561,632727,5.7
562,20982,10
563,829557,10
564,11932,9.1
565,157336,2.5
566,945675,8.1
567,675,7.3
568,761898,6.5
569,962232,4.8
570,1023086,3.7
571,830784,1.5
572,1033107,6.8
573,303857,4.7
574,12445,9.5
575,628900,6.7
576,588228,5.7
577,632727,10
578,20982,10
579,829557,9.1
580,11932,2.5
581,157336,8.1
582,945675,7.3
583,675,6.5
584,761898,4.8
585,962232,3.7
586,1023086,1.5
587,830784,6.8
588,1033107,4.7
589,303857,9.5
590,12445,6.7
591,628900,5.7
592,588228,10
593,632727,10
594,20982,9.1
595,829557,2.5
596,11932,8.1
597,761898,7.3
598,962232,6.5
599,1023086,4.8
600,11932,3.7
601,663712,8.4
601,436270,5.3
601,354912,1.5
601,420634,6.3
601,732459,8.6
602,717728,6.6
602,642885,5.4
602,985939,2.6
602,575322,4.1
602,760161,7.9
602,616820,5.3
602,86328,5.3
603,960704,1.5
603,928123,6.3
603,718930,8.6
603,532639,6.6
603,779782,5.4
603,848058,2.6
603,916719,4.1
603,879538,7.9
603,791155,5.3
603,616037,6.6
603,848791,5.4
604,852046,2.6
604,884363,4.1
604,916605,7.9
604,766507,5.3
604,507086,5.3
604,759507,6.6
604,610150,5.4
604,882598,2.6
604,361743,4.1
604,429473,7.9
604,619730,5.3
605,438148,5.3
605,539681,1.5
605,634649,6.3
605,883083,8.6
605,1024530,6.6
605,76600,5.4
605,760741,2.6
605,1005776,4.1
605,913290,7.9
605,993145,5.3
605,675353,6.6
606,629176,5.4
606,820067,2.6
606,756999,2.6
606,675054,4.1
606,453395,7.9
606,941959,5.3
606,851644,5.3
606,810693,1.5
607,744276,6.3
607,900667,8.6
607,969160,6.6
607,585511,5.4
607,886396,2.6
607,335795,4.1
607,924482,7.9
607,19995,5.3
608,49046,6.6
608,848526,5.4
608,414906,2.6
608,1034541,4.1
608,1015724,7.9
609,579974,5.3
609,961427,5.3
609,864959,6.6
609,635302,5.4
